DEPTH_LSF,UCAV,RHON,GR_RAB,GRMA,BPHI,TNPH,A40B,RES_BD,P16B,VCO,VSH
55.3951,,,81.68073,64.14931,,,,,,,
55.4255,,,82.0434,64.01848,,,,,,,
55.4865,,,82.43277,63.99478,,,,,,,
55.517,,,82.46038,64.1014,,,,,,,
55.5475,,,82.48802,64.20808,,,,,,,
55.5779,,,82.51569,64.31491,,,,,,,
55.6389,,,81.96551,64.21615,,,,,,,
55.6694,,,81.38853,64.01111,,,,,,,
55.6999,,,80.81014,63.80556,,,,,,,
55.7303,,,80.23316,63.60052,,,,,,,
55.7913,,,80.01797,63.19091,,,,,,,
55.8218,,,80.37981,62.98613,,,,,,,
55.8523,,,80.7411,62.78165,,,,,,,
55.8827,,,81.10222,62.57728,,,,,,,
55.9437,,,82.34982,62.5396,,,,,,,
55.9742,,,83.23719,62.70641,,,,,,,
56.0047,,,84.12318,62.87297,,,,,,,
56.0351,,,85.00877,63.03944,,,,,,,
56.0961,,,85.85711,63.03055,,,,,,,
56.1266,,,85.81986,62.855,,,,,,,
56.1571,,,85.78268,62.67972,,,,,,,
56.1875,,,85.74551,62.50452,,,,,,,
56.2485,,,85.0746,62.57451,,,,,,,
56.279,,,84.44009,62.82001,,,,,,,
56.3095,,,83.80655,63.06514,,,,,,,
56.3399,,,83.1733,63.31015,,,,,,,
56.4009,,,82.05775,63.2697,,,,,,,
56.4314,,,81.57494,62.98378,,,,,,,
56.4619,,,81.0929,62.6983,,,,,,,
56.4923,,,80.61105,62.41296,,,,,,,
56.5533,,,79.75504,62.41339,,,,,,,
56.5838,,,79.38197,62.6986,,,,,,,
56.6143,,,79.00874,62.98394,,,,,,,
56.6447,,,78.63569,63.26915,,,,,,,
56.7057,,,78.55635,63.34601,,,,,,,
56.7362,,,78.84962,63.13796,,,,,,,
56.7667,,,79.14301,62.92982,,,,,,,
56.7971,,,79.43627,62.72177,,,,,,,
56.8581,,,80.48875,62.37346,,,,,,,
56.8886,,,81.24612,62.23365,,,,,,,
56.9191,,,82.00384,62.09377,,,,,,,
56.9495,,,82.76273,61.95367,,,,,,,
57.0105,,,83.47792,61.70092,,,,,,,
57.041,,,83.43665,61.58805,,,,,,,
57.0715,,,83.39538,61.47513,,,,,,,
57.1019,,,83.35403,61.36204,,,,,,,
57.1629,,,83.13823,61.42016,,,,,,,
57.1934,,,82.96398,61.59073,,,,,,,
57.2239,,,82.78964,61.76138,,,,,,,
57.2543,,,82.61504,61.93229,,,,,,,
57.3153,,,82.56902,61.6447,,,,,,,
57.3458,,,82.69689,61.18744,,,,,,,
57.3763,,,82.82483,60.72998,,,,,,,
57.4067,,,82.95296,60.27181,,,,,,,
57.4677,,,82.80823,59.77723,,,,,,,
57.4982,,,82.5361,59.73969,,,,,,,
57.5287,,,82.26331,59.70204,,,,,,,
57.5591,,,81.99119,59.6645,,,,,,,
57.6201,,,81.85271,59.68373,,,,,,,
57.6506,,,81.98605,59.74043,,,,,,,
57.6811,,,82.11971,59.79726,,,,,,,
57.7115,,,82.25304,59.85396,,,,,,,
57.7725,,,83.4949,60.58784,,,,,,,
57.803,,,84.60436,61.26559,,,,,,,
57.8335,,,85.7121,61.94229,,,,,,,
57.8639,,,86.81935,62.61869,,,,,,,
57.9249,,,88.7235,63.89156,,,,,,,
57.9554,,,89.52134,64.48872,,,,,,,
57.9859,,,90.31793,65.08495,,,,,,,
58.0163,,,91.11419,65.68092,,,,,,,
58.0773,,,91.37901,65.94655,,,,,,,
58.1078,,,90.84701,65.61585,,,,,,,
58.1383,,,90.31583,65.28567,,,,,,,
58.1687,,,89.78489,64.95563,,,,,,,
58.2297,,,88.31763,64.75114,,,,,,,
58.2602,,,87.38021,64.87691,,,,,,,
58.2907,,,86.44424,65.00248,,,,,,,
58.3211,,,85.50869,65.12799,,,,,,,
58.3821,,,84.15969,64.6364,,,,,,,
58.4126,,,83.74758,64.02084,,,,,,,
58.4431,,,83.33529,63.405,,,,,,,
58.4735,,,82.92318,62.78943,,,,,,,
58.5345,,,82.321,62.22134,,,,,,,
58.565,,,82.13157,62.26899,,,,,,,
58.5955,,,81.94205,62.31666,,,,,,,
58.6259,,,81.75262,62.36431,,,,,,,
58.6869,,,81.17295,61.74364,,,,,,,
58.7174,,,80.78369,61.07678,,,,,,,
58.7479,,,80.39426,60.40964,,,,,,,
58.7783,,,80.005,59.74279,,,,,,,
58.8393,,,79.42579,59.2916,,,,,,,
58.8698,,,79.23653,59.50733,,,,,,,
58.9003,,,79.04719,59.72316,,,,,,,
58.9307,,,78.85755,59.93932,,,,,,,
58.9917,,,79.38189,60.25907,,,,,,,
59.0222,,,80.09391,60.36311,,,,,,,
59.0527,,,80.80624,60.4672,,,,,,,
59.0831,,,81.51969,60.57145,,,,,,,
59.1441,,,82.81659,61.37929,,,,,,,
59.1746,,,83.40108,62.08194,,,,,,,
59.2051,,,83.98581,62.78489,,,,,,,
59.2355,,,84.57147,63.48895,,,,,,,
59.2965,,,84.47035,64.28136,,,,,,,
59.327,,,83.7863,64.37149,,,,,,,
59.3575,,,83.10194,64.46168,,,,,,,
59.3879,,,82.41652,64.55199,,,,,,,
59.4489,,,81.45692,64.69345,,,,,,,
59.4794,,,81.18139,64.74474,,,,,,,
59.5099,,,80.90518,64.79615,,,,,,,
59.5403,,,80.62965,64.84744,,,,,,,
59.6013,,,80.97192,64.65775,,,,,,,
59.6318,,,81.58879,64.4171,,,,,,,
59.6623,,,82.20719,64.17587,,,,,,,
59.6927,,,82.82407,63.93522,,,,,,,
59.7537,,,83.57359,63.44676,,,,,,,
59.7842,,,83.7065,63.19867,,,,,,,
59.8147,,,83.83921,62.95096,,,,,,,
59.8451,,,83.97186,62.70337,,,,,,,
59.9061,,,84.40248,62.4709,,,,,,,
59.9366,,,84.70078,62.48602,,,,,,,
59.9671,,,84.99861,62.50111,,,,,,,
59.9975,,,85.29631,62.5162,,,,,,,
60.0585,,,85.6947,62.62241,,,,,,,
60.089,,,85.79549,62.71364,,,,,,,
60.1195,,,85.89614,62.80473,,,,,,,
60.1499,,,85.99673,62.89577,,,,,,,
60.2109,,,85.70391,63.42036,,,,,,,
60.2414,,,85.30994,63.85447,,,,,,,
60.2719,,,84.91659,64.2879,,,,,,,
60.3023,,,84.52341,64.72112,,,,,,,
60.3633,,,84.05471,65.17409,,,,,,,
60.3938,,,83.97952,65.1936,,,,,,,
60.4243,,,83.90428,65.21313,,,,,,,
60.4547,,,83.82909,65.23264,,,,,,,
60.5157,,,83.14321,65.13956,,,,,,,
60.5462,,,82.53401,65.02721,,,,,,,
60.5767,,,81.92453,64.91479,,,,,,,
60.6071,,,81.31533,64.80244,,,,,,,
60.6681,,,80.00954,64.368,,,,,,,
60.6986,,,79.31492,64.04668,,,,,,,
60.7291,,,78.61998,63.72524,,,,,,,
60.7595,,,77.92397,63.40329,,,,,,,
60.8205,,,77.41569,62.79694,,,,,,,
60.851,,,77.60086,62.5121,,,,,,,
60.8815,,,77.7861,62.22715,,,,,,,
60.9119,,,77.97164,61.94175,,,,,,,
60.9729,,,78.70412,61.62327,,,,,,,
61.0034,,,79.25057,61.5894,,,,,,,
61.0339,,,79.79728,61.55552,,,,,,,
61.0643,,,80.34483,61.52158,,,,,,,
61.1253,,,81.33575,61.36743,,,,,,,
61.1558,,,81.77991,61.24732,,,,,,,
61.1863,,,82.22427,61.12716,,,,,,,
61.2167,,,82.66933,61.00681,,,,,,,
61.2777,,,82.98954,61.17411,,,,,,,
61.3082,,,82.8661,61.46099,,,,,,,
61.3387,,,82.74259,61.74799,,,,,,,
61.3691,,,82.6189,62.03544,,,,,,,
61.4301,,,82.18239,62.30672,,,,,,,
61.4606,,,81.86968,62.29131,,,,,,,
61.4911,,,81.55621,62.27586,,,,,,,
61.5215,,,81.24351,62.26044,,,,,,,
61.5825,,,81.05999,62.30486,,,,,,,
61.613,,,81.18915,62.36472,,,,,,,
61.6435,,,81.31811,62.4245,,,,,,,
61.6739,,,81.44701,62.48424,,,,,,,
61.7349,,,81.62299,62.27946,,,,,,,
61.7654,,,81.67014,62.01472,,,,,,,
61.7959,,,81.71722,61.75038,,,,,,,
61.8263,,,81.76428,61.48616,,,,,,,
61.8873,,,81.37666,60.82306,,,,,,,
61.9178,,,80.94151,60.42374,,,,,,,
61.9483,,,80.50705,60.02504,,,,,,,
61.9787,,,80.07278,59.62652,,,,,,,
62.0397,,,79.21171,59.51953,,,,,,,
62.0702,,,78.78443,59.81146,,,,,,,
62.1007,,,78.35781,60.10293,,,,,,,
62.1311,,,77.93139,60.39428,,,,,,,
62.1921,,,77.57224,61.04224,,,,,,,
62.2226,,,77.63972,61.39928,,,,,,,
62.2531,,,77.7071,61.75576,,,,,,,
62.2835,,,77.77445,62.11209,,,,,,,
62.3445,,,78.0054,62.9137,,,,,,,
62.375,,,78.16857,63.35774,,,,,,,
62.4055,,,78.33181,63.80198,,,,,,,
62.4359,,,78.49499,64.24602,,,,,,,
62.4969,,,78.77326,64.54224,,,,,,,
62.5274,,,78.88801,64.39449,,,,,,,
62.5579,,,79.00282,64.24668,,,,,,,
62.5883,,,79.11756,64.09894,,,,,,,
62.6493,,,79.5767,63.35315,,,,,,,
62.6798,,,79.92026,62.7565,,,,,,,
62.7103,,,80.26397,62.15958,,,,,,,
62.7407,,,80.60822,61.56174,,,,,,,
62.8017,,,81.07492,60.70876,,,,,,,
62.8322,,,81.1982,60.45229,,,,,,,
62.8627,,,81.32153,60.1957,,,,,,,
62.8931,,,81.44505,59.93871,,,,,,,
62.9541,,,81.16183,59.4918,,,,,,,
62.9846,,,80.7562,59.30146,,,,,,,
63.0151,,,80.3504,59.11105,,,,,,,
63.0455,,,79.94396,58.92034,,,,,,,
63.1065,,,79.10213,58.94125,,,,,,,
63.137,,,78.66632,59.15198,,,,,,,
63.1675,,,78.23032,59.3628,,,,,,,
63.1979,,,77.79364,59.57396,,,,,,,
63.2589,,,77.16823,59.94236,,,,,,,
63.2894,,,76.97863,60.09991,,,,,,,
63.3199,,,76.78895,60.25755,,,,,,,
63.3503,,,76.59897,60.41542,,,,,,,
63.4113,,,76.30873,60.6203,,,,,,,
63.4418,,,76.20813,60.66764,,,,,,,
63.4723,,,76.10729,60.71508,,,,,,,
63.5027,,,76.00669,60.76242,,,,,,,
63.5637,,,75.8737,61.35658,,,,,,,
63.5942,,,75.84123,61.90385,,,,,,,
63.6247,,,75.80882,62.45028,,,,,,,
63.6551,,,75.77642,62.99646,,,,,,,
63.7161,,,75.91847,63.79169,,,,,,,
63.7466,,,76.09307,64.04106,,,,,,,
63.7771,,,76.26741,64.29005,,,,,,,
63.8075,,,76.44166,64.53893,,,,,,,
63.8685,,,77.05006,64.82217,,,,,,,
63.899,,,77.48469,64.85659,,,,,,,
63.9295,,,77.91863,64.89095,,,,,,,
63.9599,,,78.35239,64.9253,,,,,,,
64.0209,,,79.29605,64.33936,,,,,,,
64.0514,,,79.80653,63.71827,,,,,,,
64.0819,,,80.31622,63.09816,,,,,,,
64.1123,,,80.82568,62.47832,,,,,,,
64.1733,,,81.89828,61.68274,,,,,,,
64.2038,,,82.46207,61.50694,,,,,,,
64.2343,,,83.02498,61.33142,,,,,,,
64.2647,,,83.58764,61.15597,,,,,,,
64.3257,,,84.65469,61.09641,,,,,,,
64.3562,,,85.15761,61.2121,,,,,,,
64.3867,,,85.66074,61.32784,,,,,,,
64.4171,,,86.16366,61.44353,,,,,,,
64.4781,,,86.71638,61.77105,,,,,,,
64.5086,,,86.76575,61.98232,,,,,,,
64.5391,,,86.81516,62.1937,,,,,,,
64.5695,,,86.86453,62.40498,,,,,,,
64.6305,,,86.56306,62.36263,,,,,,,
64.661,,,86.21292,62.10936,,,,,,,
64.6915,,,85.86263,61.856,,,,,,,
64.7219,,,85.51178,61.60223,,,,,,,
64.7829,,,84.04106,61.61505,,,,,,,
64.8134,,,82.92229,61.88034,,,,,,,
64.8439,,,81.80302,62.14576,,,,,,,
64.8743,,,80.68201,62.41159,,,,,,,
64.9353,,,78.68767,62.60554,,,,,,,
64.9658,,,77.81265,62.53456,,,,,,,
64.9963,,,76.93724,62.46355,,,,,,,
65.0267,,,76.06047,62.39243,,,,,,,
65.0877,,,75.95892,62.69117,,,,,,,
65.1182,,,76.73046,63.06022,,,,,,,
65.1487,,,77.50235,63.42944,,,,,,,
65.1791,,,78.27544,63.79924,,,,,,,
65.2401,,,79.91673,63.93317,,,,,,,
65.2706,,,80.78564,63.6986,,,,,,,
65.3011,,,81.65665,63.46347,,,,,,,
65.3315,,,82.52557,63.2289,,,,,,,
65.3925,,,83.66826,62.84549,,,,,,,
65.423,,,83.94206,62.69675,,,,,,,
65.4535,,,84.21654,62.54764,,,,,,,
65.4839,,,84.49034,62.3989,,,,,,,
65.5449,,,84.77804,62.10501,,,,,,,
65.5754,,,84.79202,61.9597,,,,,,,
65.6059,,,84.80599,61.81462,,,,,,,
65.6363,,,84.81995,61.66961,,,,,,,
65.6973,,,84.476,61.3534,,,,,,,
65.7278,,,84.11774,61.18204,,,,,,,
65.7583,,,83.76004,61.01093,,,,,,,
65.7887,,,83.40249,60.8399,,,,,,,
65.8497,,,82.85654,60.91922,,,,,,,
65.8802,,,82.66792,61.16987,,,,,,,
65.9107,,,82.47961,61.42012,,,,,,,
65.9411,,,82.29137,61.67027,,,,,,,
66.0021,,,82.25051,61.84127,,,,,,,
66.0326,,,82.39812,61.76196,,,,,,,
66.0631,,,82.54551,61.68279,,,,,,,
66.0935,,,82.69282,61.60365,,,,,,,
66.1545,,,82.82378,61.93167,,,,,,,
66.185,,,82.80741,62.33785,,,,,,,
66.2155,,,82.79103,62.7442,,,,,,,
66.2459,,,82.77467,63.15038,,,,,,,
66.3069,,,82.70701,63.97644,,,,,,,
66.3374,,,82.65586,64.39513,,,,,,,
66.3679,,,82.60468,64.814,,,,,,,
66.3983,,,82.55354,65.2327,,,,,,,
66.4593,,,82.61137,66.07229,,,,,,,
66.4898,,,82.72015,66.49198,,,,,,,
66.5203,,,82.82899,66.91187,,,,,,,
66.5507,,,82.93777,67.33157,,,,,,,
66.6117,,,83.29916,67.82317,,,,,,,
66.6422,,,83.55116,67.89458,,,,,,,
66.6727,,,83.80327,67.96603,,,,,,,
66.7031,,,84.05578,68.03758,,,,,,,
66.7641,,,84.58154,67.84933,,,,,,,
66.7946,,,84.85503,67.59024,,,,,,,
66.8251,,,85.12862,67.33102,,,,,,,
66.8555,,,85.40266,67.07141,,,,,,,
66.9165,,,85.19836,66.76242,,,,,,,
66.947,,,84.72164,66.71239,,,,,,,
66.9775,,,84.2447,66.66234,,,,,,,
67.0079,,,83.76702,66.61221,,,,,,,
67.0689,,,82.8596,66.31526,,,,,,,
67.0994,,,82.42925,66.0687,,,,,,,
67.1299,,,81.9987,65.82203,,,,,,,
67.1603,,,81.5675,65.57497,,,,,,,
67.2213,,,81.25964,65.12064,,,,,,,
67.2518,,,81.38171,64.91303,,,,,,,
67.2823,,,81.5041,64.70492,,,,,,,
67.3127,,,81.62617,64.49731,,,,,,,
67.3737,,,81.59439,64.27077,,,,,,,
67.4042,,,81.44077,64.25179,,,,,,,
67.4347,,,81.28677,64.23276,,,,,,,
67.4651,,,81.13314,64.21378,,,,,,,
67.5261,,,80.93739,64.14335,,,,,,,
67.5566,,,80.8952,64.09184,,,,,,,
67.5871,,,80.85307,64.04041,,,,,,,
67.6175,,,80.81095,63.98902,,,,,,,
67.6785,,,80.98098,63.88837,,,,,,,
67.709,,,81.19334,63.83908,,,,,,,
67.7395,,,81.40537,63.78986,,,,,,,
67.7699,,,81.6173,63.74066,,,,,,,
67.8309,,,81.76424,63.40215,,,,,,,
67.8614,,,81.69915,63.11248,,,,,,,
67.8919,,,81.63416,62.82327,,,,,,,
67.9223,,,81.5692,62.53419,,,,,,,
67.9833,,,81.21657,62.4765,,,,,,,
68.0138,,,80.92853,62.70828,,,,,,,
68.0443,,,80.64093,62.9397,,,,,,,
68.0747,,,80.35346,63.17102,,,,,,,
68.1357,,,80.04537,63.20444,,,,,,,
68.1662,,,80.02491,63.00694,,,,,,,
68.1967,,,80.00443,62.80935,,,,,,,
68.2271,,,79.98397,62.61185,,,,,,,
68.2881,,,79.9635,62.37719,,,,,,,
68.3186,,,79.9635,62.34023,,,,,,,
68.3491,,,79.9635,62.30325,,,,,,,
68.3795,,,79.9635,62.26629,,,,,,,
68.4405,,,79.90609,62.11331,,,,,,,
68.471,,,79.84881,61.99757,,,,,,,
68.5015,,,79.79149,61.88178,,,,,,,
68.5319,,,79.73409,61.7658,,,,,,,
68.5929,,,80.14976,62.03785,,,,,,,
68.6234,,,80.62171,62.42474,,,,,,,
68.6539,,,81.09387,62.81179,,,,,,,
68.6843,,,81.56676,63.19946,,,,,,,
68.7453,,,82.50357,64.03575,,,,,,,
68.7758,,,82.96802,64.48471,,,,,,,
68.8063,,,83.43267,64.93388,,,,,,,
68.8367,,,83.89806,65.38374,,,,,,,
68.8977,,,84.34402,66.05946,,,,,,,
68.9282,,,84.32595,66.2862,,,,,,,
68.9587,,,84.30787,66.51305,,,,,,,
68.9891,,,84.28976,66.74024,,,,,,,
69.0501,,,83.75633,67.17356,,,,,,,
69.0806,,,83.24176,67.37997,,,,,,,
69.1111,,,82.72695,67.58649,,,,,,,
69.1415,,,82.21135,67.79331,,,,,,,
69.2025,,,81.1831,67.91331,,,,,,,
69.233,,,80.66988,67.82714,,,,,,,
69.2635,,,80.15543,67.74075,,,,,,,
69.2939,,,79.64221,67.65456,,,,,,,
69.3549,,,78.99704,67.30731,,,,,,,
69.3854,,,78.86481,67.046,,,,,,,
69.4159,,,78.73277,66.7851,,,,,,,
69.4463,,,78.60081,66.52431,,,,,,,
69.5073,,,78.52484,66.14762,,,,,,,
69.5378,,,78.58089,66.03157,,,,,,,
69.5683,,,78.63683,65.91571,,,,,,,
69.5987,,,78.69276,65.79989,,,,,,,
69.6597,,,79.27567,65.76172,,,,,,,
69.6902,,,79.80324,65.83945,,,,,,,
69.7207,,,80.32998,65.91707,,,,,,,
69.7511,,,80.85649,65.99464,,,,,,,
69.8121,,,81.90965,66.12036,,,,,,,
69.8426,,,82.43687,66.16856,,,,,,,
69.8731,,,82.96326,66.21669,,,,,,,
69.9035,,,83.48943,66.26479,,,,,,,
69.9645,,,83.91784,66.31268,,,,,,,
69.995,,,83.81977,66.31246,,,,,,,
70.0255,,,83.72186,66.31224,,,,,,,
70.0559,,,83.62399,66.31202,,,,,,,
70.1169,,,83.15587,66.13702,,,,,,,
70.1474,,,82.78656,65.96267,,,,,,,
70.1779,,,82.4171,65.78823,,,,,,,
70.2083,,,82.04779,65.61388,,,,,,,
70.2693,,,81.85769,65.71233,,,,,,,
70.2998,,,82.03672,65.98463,,,,,,,
70.3303,,,82.21582,66.25704,,,,,,,
70.3607,,,82.39485,66.52933,,,,,,,
70.4217,,,83.3511,66.70369,,,,,,,
70.4522,,,84.12655,66.60575,,,,,,,
70.4827,,,84.90234,66.50777,,,,,,,
70.5131,,,85.67934,66.40965,,,,,,,
70.5741,,,86.90769,66.28417,,,,,,,
70.6046,,,87.36054,66.25658,,,,,,,
70.6351,,,87.81361,66.229,,,,,,,
70.6655,,,88.26737,66.20135,,,,,,,
70.7265,,,88.60776,65.79539,,,,,,,
70.757,,,88.49591,65.41766,,,,,,,
70.7875,,,88.384,65.03977,,,,,,,
70.8179,,,88.27193,64.66129,,,,,,,
70.8789,,,87.80016,64.26198,,,,,,,
70.9094,,,87.44073,64.24014,,,,,,,
70.9399,,,87.08115,64.21828,,,,,,,
70.9703,,,86.72102,64.1964,,,,,,,
71.0313,,,85.45818,64.04051,,,,,,,
71.0618,,,84.55588,63.90665,,,,,,,
71.0923,,,83.65318,63.77273,,,,,,,
71.1227,,,82.74907,63.6386,,,,,,,
71.1837,,,81.07274,63.21341,,,,,,,
71.2142,,,80.29934,62.9224,,,,,,,
71.2447,,,79.52405,62.63069,,,,,,,
71.2751,,,78.75065,62.33969,,,,,,,
71.3361,,,78.31068,61.87762,,,,,,,
71.3666,,,78.64417,61.70633,,,,,,,
71.3971,,,78.97713,61.53532,,,,,,,
71.4275,,,79.30996,61.36437,,,,,,,
71.4885,,,80.32011,61.10211,,,,,,,
71.519,,,80.99816,61.01067,,,,,,,
71.5495,,,81.67515,60.91938,,,,,,,
71.5799,,,82.35184,60.82813,,,,,,,
71.6409,,,83.34268,60.52047,,,,,,,
71.6714,,,83.65717,60.30382,,,,,,,
71.7019,,,83.97117,60.0875,,,,,,,
71.7323,,,84.28503,59.87128,,,,,,,
71.7933,,,84.23471,59.72528,,,,,,,
71.8238,,,83.87,59.79563,,,,,,,
71.8543,,,83.50584,59.86586,,,,,,,
71.8847,,,83.14186,59.93607,,,,,,,
71.9457,,,81.86902,59.97133,,,,,,,
71.9762,,,80.95897,59.93631,,,,,,,
72.0067,,,80.05032,59.90134,,,,,,,
72.0371,,,79.1421,59.86638,,,,,,,
72.0981,,,78.22828,60.10669,,,,,,,
72.1286,,,78.22316,60.38131,,,,,,,
72.1591,,,78.21804,60.65605,,,,,,,
72.1895,,,78.21292,60.93068,,,,,,,
72.2505,,,78.96652,61.05441,,,,,,,
72.281,,,79.72356,60.90367,,,,,,,
72.3115,,,80.48092,60.75286,,,,,,,
72.3419,,,81.23796,60.60212,,,,,,,
72.4029,,,81.57428,60.08966,,,,,,,
72.4334,,,81.15382,59.72881,,,,,,,
72.4639,,,80.73318,59.3678,,,,,,,
72.4943,,,80.31187,59.00622,,,,,,,
72.5553,,,79.33939,58.64578,,,,,,,
72.5858,,,78.78799,58.64582,,,,,,,
72.6163,,,78.23634,58.64586,,,,,,,
72.6467,,,77.68382,58.6459,,,,,,,
72.7077,,,77.56331,58.52784,,,,,,,
72.7382,,,77.99298,58.40993,,,,,,,
72.7687,,,78.42284,58.29197,,,,,,,
72.7991,,,78.85336,58.17382,,,,,,,
72.8601,,,79.1362,58.56911,,,,,,,
72.8906,,,78.98991,59.0814,,,,,,,
72.9211,,,78.84355,59.59392,,,,,,,
72.9515,,,78.69697,60.10723,,,,,,,
73.0125,,,78.13892,60.64247,,,,,,,
73.043,,,77.72766,60.66565,,,,,,,
73.0735,,,77.31541,60.6889,,,,,,,
73.1039,,,76.90416,60.71209,,,,,,,
73.1649,,,76.67607,60.96762,,,,,,,
73.1954,,,76.85886,61.19968,,,,,,,
73.2259,,,77.04208,61.43231,,,,,,,
73.2563,,,77.22486,61.66437,,,,,,,
73.3173,,,77.68275,61.65318,,,,,,,
73.3478,,,77.95815,61.40976,,,,,,,
73.3783,,,78.23312,61.16672,,,,,,,
73.4087,,,78.50797,60.92379,,,,,,,
73.4697,,,78.93163,60.69691,,,,,,,
73.5002,,,79.0806,60.71296,,,,,,,
73.5307,,,79.22935,60.72897,,,,,,,
73.5611,,,79.37802,60.74499,,,,,,,
73.6221,,,79.63558,60.73447,,,,,,,
73.6526,,,79.74458,60.70792,,,,,,,
73.6831,,,79.85342,60.6814,,,,,,,
73.7135,,,79.96219,60.6549,,,,,,,
73.7745,,,80.14095,60.91046,,,,,,,
73.805,,,80.211,61.19291,,,,,,,
73.8355,,,80.28093,61.47493,,,,,,,
73.8659,,,80.35084,61.75681,,,,,,,
73.9269,,,80.33496,62.09415,,,,,,,
73.9574,,,80.24937,62.14934,,,,,,,
73.9879,,,80.16374,62.20455,,,,,,,
74.0183,,,80.07815,62.25974,,,,,,,
74.0793,,,79.93406,62.48914,,,,,,,
74.1098,,,79.87575,62.66291,,,,,,,
74.1403,,,79.81741,62.83675,,,,,,,
74.1707,,,79.7591,63.01052,,,,,,,
74.2317,,,79.9099,63.34555,,,,,,,
74.2622,,,80.11859,63.50634,,,,,,,
74.2927,,,80.32738,63.6672,,,,,,,
74.3231,,,80.53608,63.828,,,,,,,
74.3841,,,80.88129,63.9316,,,,,,,
74.4146,,,81.01736,63.87439,,,,,,,
74.4451,,,81.15347,63.81715,,,,,,,
74.4755,,,81.2898,63.75983,,,,,,,
74.5365,,,81.33913,63.76561,,,,,,,
74.567,,,81.25268,63.82842,,,,,,,
74.5975,,,81.1662,63.89126,,,,,,,
74.6279,,,81.07958,63.9542,,,,,,,
74.6889,,,80.91959,63.64512,,,,,,,
74.7194,,,80.84611,63.2739,,,,,,,
74.7499,,,80.77258,62.90252,,,,,,,
74.7803,,,80.69896,62.53055,,,,,,,
74.8413,,,80.2384,62.38981,,,,,,,
74.8718,,,79.85187,62.61969,,,,,,,
74.9023,,,79.46516,62.84967,,,,,,,
74.9327,,,79.07786,63.08002,,,,,,,
74.9937,,,78.30634,63.22457,,,,,,,
75.0242,,,77.92168,63.13947,,,,,,,
75.0547,,,77.53609,63.05416,,,,,,,
75.0851,,,77.15143,62.96906,,,,,,,
75.1461,,,77.31882,63.03463,,,,,,,
75.1766,,,77.87006,63.18509,,,,,,,
75.2071,,,78.42264,63.3359,,,,,,,
75.2375,,,78.97387,63.48635,,,,,,,
75.2985,,,80.1221,63.49333,,,,,,,
75.329,,,80.71974,63.34974,,,,,,,
75.3595,,,81.31647,63.20638,,,,,,,
75.3899,,,81.91292,63.06307,,,,,,,
75.4509,,,82.44993,62.83036,,,,,,,
75.4814,,,82.39043,62.74083,,,,,,,
75.5119,,,82.33105,62.65145,,,,,,,
75.5423,,,82.27168,62.56211,,,,,,,
75.6033,,,82.45705,62.94016,,,,,,,
75.6338,,,82.70211,63.40815,,,,,,,
75.6643,,,82.94678,63.8754,,,,,,,
75.6947,,,83.19135,64.34245,,,,,,,
75.7557,,,83.71975,65.00527,,,,,,,
75.7862,,,84.00389,65.20119,,,,,,,
75.8167,,,84.2876,65.3968,,,,,,,
75.8471,,,84.57117,65.59232,,,,,,,
75.9081,,,84.76641,65.92122,,,,,,,
75.9386,,,84.67816,66.05419,,,,,,,
75.9691,,,84.58987,66.18721,,,,,,,
75.9995,,,84.50163,66.32018,,,,,,,
76.0605,,,84.08144,66.01642,,,,,,,
76.091,,,83.75033,65.5806,,,,,,,
76.1215,,,83.41907,65.14461,,,,,,,
76.1519,,,83.08795,64.70879,,,,,,,
76.2129,,,82.08475,63.96946,,,,,,,
76.2434,,,81.41433,63.66691,,,,,,,
76.2739,,,80.74361,63.36423,,,,,,,
76.3043,,,80.07185,63.06107,,,,,,,
76.3653,,,79.14966,62.54403,,,,,,,
76.3958,,,78.89766,62.32963,,,,,,,
76.4263,,,78.64555,62.11515,,,,,,,
76.4567,,,78.39304,61.90032,,,,,,,
76.5177,,,78.57069,61.62975,,,,,,,
76.5482,,,78.99933,61.57348,,,,,,,
76.5787,,,79.42816,61.51719,,,,,,,
76.6091,,,79.85767,61.4608,,,,,,,
76.6701,,,80.36694,61.77887,,,,,,,
76.7006,,,80.44775,62.15255,,,,,,,
76.7311,,,80.5286,62.5264,,,,,,,
76.7615,,,80.60958,62.90083,,,,,,,
76.8225,,,80.53121,63.31656,,,,,,,
76.853,,,80.37231,63.35878,,,,,,,
76.8835,,,80.21332,63.40102,,,,,,,
76.9139,,,80.0541,63.44332,,,,,,,
76.9749,,,80.19609,63.69791,,,,,,,
77.0054,,,80.49651,63.91002,,,,,,,
77.0359,,,80.79767,64.12264,,,,,,,
77.0663,,,81.0981,64.33475,,,,,,,
77.1273,,,81.43906,64.57347,,,,,,,
77.1578,,,81.47972,64.60017,,,,,,,
77.1883,,,81.52032,64.62682,,,,,,,
77.2187,,,81.56091,64.65345,,,,,,,
77.2797,,,81.2253,64.85087,,,,,,,
77.3102,,,80.84876,65.02181,,,,,,,
77.3407,,,80.47281,65.1925,,,,,,,
77.3711,,,80.09702,65.36311,,,,,,,
77.4321,,,79.6062,65.42184,,,,,,,
77.4626,,,79.49105,65.30985,,,,,,,
77.4931,,,79.37608,65.19803,,,,,,,
77.5235,,,79.26116,65.08627,,,,,,,
