DEPTH_LSF,UCAV,RHON,GR_RAB,GRMA,BPHI,TNPH,A40B,RES_BD,P16B,VCO,VSH
0.1348,8.671005,1.402081,7.57595,,,,0.5914746,0.2832057,0.6091384,,
0.2872,8.791258,1.385705,12.68741,,,,0.6244271,0.2836373,0.6275796,,
0.4396,9.234136,1.358488,20.45794,1.550004,78.2805,76.583,0.6655473,0.3495328,0.6441994,,
0.592,9.187814,1.354235,29.8743,3.260399,76.7572,73.069,0.7035133,0.4333472,0.6638923,,
0.7444,8.867629,1.368756,34.88909,6.369422,82.571,87.7254,0.7409315,0.49919,0.682845,,
0.8968,8.889997,1.398667,36.02594,7.97659,76.0455,74.5799,0.7691683,0.5165228,0.7316166,,
1.0492,8.868129,1.439892,38.90244,8.406051,74.2058,73.4775,0.8095732,0.6148863,0.761301,,
1.2016,8.916947,1.494797,41.46163,6.319276,70.6079,69.6173,0.8395126,0.588059,0.8044546,,
1.354,8.958128,1.537635,43.08964,12.40496,65.5683,62.5157,0.8653269,0.505169,0.8447148,,
1.5064,9.044688,1.582692,45.42294,18.11183,62.6393,59.6429,0.9064939,0.6244115,0.9109544,,
1.6588,9.426934,1.609184,44.8082,22.68578,67.6515,70.6774,0.9434404,0.7234258,0.9784994,,
1.8112,9.225904,1.626296,41.95258,21.55041,63.6945,63.7933,0.977337,0.7104686,1.016009,,
1.9636,9.189378,1.62507,43.17605,20.15838,60.313,57.6844,1.000243,0.7089053,1.029492,,
2.116,9.23678,1.64945,46.04739,19.82528,57.9335,54.8264,1.060829,0.6880338,1.08639,,
2.2684,9.16474,1.655208,46.77017,23.39613,61.3295,60.9329,1.102087,0.7571719,1.097134,,
2.4208,9.123997,1.659536,49.32003,26.50686,57.5643,54.6625,1.144138,1.005667,1.135802,,
2.5732,9.10693,1.651868,54.03304,30.07907,62.9634,63.7914,1.169572,0.8442293,1.15763,,
2.7256,9.028781,1.64136,55.68003,28.53753,60.0642,58.0242,1.192052,1.040405,1.140269,,
2.878,9.231653,1.625059,53.83216,30.75256,62.4901,61.5019,1.199896,1.112646,1.100309,,
3.0304,9.121852,1.617731,51.67237,32.90813,64.4231,64.7078,1.202427,1.124729,1.055069,,
3.1828,8.869075,1.601983,50.29058,34.02897,60.3118,56.6177,1.225926,0.8452424,0.9615031,,
3.3352,9.077502,1.597065,49.76334,34.01731,63.1684,61.2927,1.242254,0.9603981,0.946778,,
3.4876,9.151563,1.583696,49.05704,33.31009,62.8414,60.0435,1.239831,1.201606,0.9648978,,
3.64,9.178906,1.588094,48.64764,35.14579,63.4005,61.2498,1.237882,1.346296,1.013121,,
3.7924,9.13648,1.621074,48.73972,35.81449,65.6361,67.2659,1.25033,1.002881,1.045869,,
3.9448,8.90044,1.65182,48.361,37.2316,62.7837,63.4482,1.263611,1.497845,1.063046,,
4.0972,9.205897,1.661049,48.70903,39.95298,61.292,61.1606,1.267748,1.472692,1.09243,,
4.2496,9.04267,1.6663,48.37569,43.94797,62.2335,63.1821,1.270764,1.177354,1.105819,,
4.402,9.007496,1.656062,46.84602,44.62014,66.3928,70.9639,1.281589,0.9544675,1.115893,,
4.5544,8.988491,1.630238,47.26814,44.41915,63.8468,64.2961,1.282873,1.014463,1.105169,,
4.7068,8.802139,1.60548,49.66502,42.17454,64.5331,64.2439,1.274036,1.439909,1.110606,,
4.8592,8.901235,1.577388,51.19345,42.4181,66.3093,66.0663,1.3076,1.194854,1.106105,,
5.0116,8.768938,1.537319,51.72956,41.48789,65.3106,62.0391,1.30781,1.411523,1.125974,,
5.164,8.88975,1.519777,53.69537,42.58618,71.8013,73.7064,1.309957,1.385531,1.184006,,
5.3164,8.887499,1.516304,57.02204,43.40406,71.3961,72.608,1.316865,1.285295,1.175057,,
5.4688,8.831072,1.51083,58.59121,46.54589,71.5673,72.6109,1.328624,1.2962,1.150032,,
5.6212,8.775753,1.522443,57.11709,47.77649,75.4838,82.4761,1.343911,1.165307,1.129174,,
5.7736,8.747293,1.54758,55.71812,51.14898,64.135,60.4969,1.335453,1.11238,1.14359,,
5.926,8.716775,1.59317,55.08333,52.07708,63.1142,60.9981,1.334179,1.192188,1.181687,,
6.0784,8.764368,1.628361,53.14789,52.0144,61.0943,59.1853,1.325392,1.336776,1.2849,,
6.2308,8.880887,1.654901,52.05415,52.31421,54.9038,50.2972,1.345538,1.314295,1.287053,,
6.3832,8.855827,1.696134,53.4689,53.9929,57.1089,55.5126,1.334105,1.24591,1.293841,,
6.5356,8.953785,1.728861,53.99767,54.41224,57.2492,57.2333,1.337644,1.398336,1.299559,,
6.688,9.157351,1.754663,54.25978,52.7257,54.5053,53.6998,1.351481,1.453725,1.31704,,
6.8404,9.203551,1.784885,54.7993,50.43787,54.817,55.5368,1.363187,1.330491,1.319795,,
6.9928,9.123552,1.813995,54.07341,52.52752,51.6127,51.3717,1.374786,1.441368,1.313681,,
7.1452,9.2783,1.808178,54.12974,54.75118,53.4847,54.2583,1.374625,1.380474,1.29141,,
7.2976,9.392083,1.795814,54.34666,54.58473,53.7212,54.1323,1.378044,1.619908,1.262727,,
7.45,9.367877,1.769461,55.82775,51.69021,56.4527,57.7131,1.385974,1.525051,1.222154,,
7.6024,9.54072,1.766836,58.18536,48.77446,63.5196,71.7292,1.407983,1.70723,1.130647,,
7.7548,9.444072,1.748323,58.09642,47.84523,62.217,67.7533,1.423929,1.488539,1.12596,,
7.9072,9.538427,1.751403,55.61918,46.80194,65.4986,75.276,1.459047,1.433424,1.12036,,
8.0596,9.311877,1.741971,55.06752,46.8269,54.8469,53.7297,1.444573,1.628237,1.20066,,
8.212,9.380189,1.739772,57.67664,46.49416,53.2455,51.0524,1.44445,1.391942,1.320727,,
8.3644,9.251486,1.725777,56.97464,47.67605,59.2317,60.6473,1.461573,1.29355,1.292564,,
8.5168,9.174399,1.712252,54.19677,48.11876,54.6785,52.2228,1.469129,1.420233,1.343075,,
8.6692,9.324492,1.699324,55.79133,48.91028,58.3757,57.8256,1.472441,1.466286,1.305279,,
8.8216,9.70311,1.693417,57.87625,49.58228,57.0143,55.2348,1.482427,1.866177,1.261296,,
8.974,9.974066,1.644134,56.78849,50.36012,59.4258,57.0657,1.481677,1.597458,1.261225,,
9.1264,9.71333,1.615884,55.38343,48.91773,60.5678,57.687,1.468863,1.700982,1.289902,,
9.2788,9.616965,1.573723,53.792,47.41614,65.9735,65.2168,1.472567,1.489103,1.292593,,
9.4312,9.643811,1.523181,54.55145,45.9811,64.4268,59.7879,1.47857,1.554474,1.265847,,
9.5836,9.230997,1.488576,56.80001,45.95681,68.1805,64.6095,1.479144,1.538339,1.218302,,
9.736,9.556977,1.487156,57.56602,46.42009,73.1943,74.5117,1.475079,1.759467,1.218235,,
9.8884,9.437516,1.47901,57.67176,45.76346,67.8975,63.5762,1.480683,1.333082,1.17719,,
10.0408,9.221154,1.525504,56.82529,47.59163,64.37,59.8056,1.4645,1.516063,1.208367,,
10.1932,9.679179,1.575535,56.29827,47.87029,63.6269,61.014,1.445289,1.941867,1.262735,,
10.3456,9.738203,1.609168,56.2455,49.81884,66.7033,68.711,1.435472,1.551565,1.258824,,
10.498,10.16899,1.631618,56.53,50.34824,64.2532,65.152,1.421422,1.735304,1.301203,,
10.6504,10.1979,1.635786,55.49786,50.99692,61.9886,61.1418,1.431825,1.514742,1.296629,,
10.8028,10.94326,1.622766,54.77747,49.16096,65.7456,67.5847,1.420991,1.534521,1.243142,,
10.9552,11.86759,1.624099,59.07663,46.955,65.0438,66.2681,1.418699,1.772493,1.21465,,
11.1076,11.1125,1.610345,61.76951,46.35725,62.2671,60.3593,1.430296,1.549759,1.170472,,
11.26,10.90594,1.600772,58.63406,47.10678,61.5518,58.6474,1.429046,1.542361,1.177442,,
11.4124,10.81421,1.607891,58.33245,48.5175,63.2962,62.0806,1.44625,1.252519,1.202329,,
11.5648,10.13607,1.616011,60.89138,49.51088,61.404,59.1258,1.445563,1.475587,1.22665,,
11.7172,10.26716,1.627146,60.48185,51.60293,60.256,57.6848,1.443892,1.726452,1.246074,,
11.8696,10.16292,1.634083,59.30977,53.36722,60.7694,58.896,1.443571,1.40839,1.230461,,
12.022,10.19946,1.623758,59.4978,53.61894,62.8586,62.1062,1.432479,1.613293,1.18333,,
12.1744,10.7209,1.619828,60.34148,51.2066,66.3161,68.5644,1.445576,1.809051,1.148988,,
12.3268,10.51665,1.604636,60.71234,47.48335,66.0599,67.1492,1.454592,1.73429,1.057924,,
12.4792,11.20378,1.566338,59.93123,42.76213,63.7026,60.6835,1.481549,1.551092,1.02331,,
12.6316,10.6661,1.549585,57.96424,42.16219,69.2298,70.2211,1.496704,1.678975,1.018314,,
12.784,9.539139,1.561968,57.36185,43.89577,67.4964,67.4871,1.480007,1.640218,1.074085,,
12.9364,9.383821,1.581228,59.67095,47.74216,62.8462,59.9299,1.473405,1.698656,1.15664,,
13.0888,9.609594,1.60703,61.12956,49.48949,62.3187,60.285,1.484059,1.717676,1.071007,,
13.2412,10.22032,1.67343,61.75658,51.80927,63.5322,66.0944,1.467829,1.427002,1.285248,,
13.3936,10.04304,1.729421,62.35781,52.90974,58.6241,59.7132,1.471491,1.608518,1.309766,,
13.546,10.06028,1.762283,61.42366,54.17484,54.4063,53.8584,1.468448,1.541858,1.332722,,
13.6984,9.763157,1.76946,60.2976,54.03857,55.1156,55.3701,1.464794,1.629379,1.344263,,
13.8508,9.733176,1.765887,59.2509,55.60175,52.7707,51.3316,1.474919,1.760669,1.352027,,
14.0032,9.60873,1.764215,59.3442,56.16704,54.9847,54.9162,1.476855,1.46961,1.359347,,
14.1556,9.519781,1.737165,60.13677,56.4894,59.2966,61.3446,1.483616,1.571724,1.351058,,
14.308,9.67626,1.702372,61.06917,54.51455,59.2375,59.4987,1.486701,1.327063,1.327905,,
14.4604,9.733719,1.679739,61.94331,54.27811,64.7656,68.9836,1.491661,1.612842,1.319271,,
14.6128,9.496908,1.650823,61.94774,51.56412,59.7519,57.933,1.500468,1.423414,1.293115,,
14.7652,9.817616,1.630085,62.55912,51.55865,60.8618,58.8643,1.510103,1.681893,1.253436,,
14.9176,9.628489,1.641603,62.01283,50.32358,62.9487,63.2126,1.514288,1.497297,1.274166,,
15.07,9.347083,1.658783,59.96121,52.1539,60.589,59.7807,1.518158,1.642732,1.308059,,
15.2224,9.25935,1.686923,58.12366,53.36015,58.4333,57.3473,1.504326,1.618368,1.384121,,
15.3748,9.130006,1.724515,61.97689,56.43237,56.8924,56.4153,1.513592,1.29793,1.394101,,
15.5272,9.087973,1.753443,72.00117,57.4449,55.6707,55.6135,1.515984,1.614044,1.396336,,
15.6796,9.042713,1.773563,78.7957,57.85771,54.668,54.7835,1.528105,1.722582,1.424323,,
15.832,9.048582,1.787447,80.6436,57.06929,59.1823,63.7641,1.53788,1.456926,1.406211,,
15.9844,9.206471,1.792356,74.98789,58.65131,55.3892,56.8771,1.549994,1.622927,1.410949,,
16.1368,9.208334,1.781951,65.4979,57.14271,53.7516,53.5951,1.553127,1.446798,1.403464,,
16.2892,9.210856,1.793896,64.62341,57.41264,53.954,54.4466,1.56097,1.497021,1.412915,,
16.4416,9.355617,1.799981,71.33504,55.12664,56.3723,59.0172,1.567449,1.774638,1.43584,,
16.594,9.29468,1.813049,76.66233,55.63725,52.1064,52.1446,1.559351,1.976224,1.438489,,
16.7464,9.212179,1.827442,78.0084,55.30817,52.1211,52.7584,1.589327,2.072644,1.45796,,
16.8988,9.083749,1.849478,78.97098,56.71393,51.0467,51.8589,1.578117,1.321471,1.513231,,
17.0512,9.045358,1.849735,81.39729,59.90097,54.9044,58.6807,1.576455,1.215141,1.492733,,
17.2036,9.074165,1.855888,84.70592,60.10103,45.3981,43.346,1.566638,1.496764,1.512284,,
17.356,9.042002,1.858674,84.59567,60.69015,49.995,50.4877,1.553408,2.109576,1.499505,,
17.5084,9.089995,1.859733,82.66356,58.80053,48.4241,48.0149,1.563399,1.374316,1.493675,,
17.6608,9.099999,1.832111,82.21559,59.46371,54.1089,56.4047,1.559165,1.637799,1.490553,,
17.8132,9.097708,1.81947,79.51938,58.10813,51.1088,50.769,1.554644,1.715143,1.461242,,
17.9656,9.095973,1.822967,76.20642,57.84721,55.1164,57.8046,1.567306,1.834171,1.437549,,
18.118,8.972529,1.813609,76.20433,56.03486,53.1208,53.8699,1.552469,1.543651,1.346142,,
18.2704,9.136236,1.813475,77.55582,55.04667,48.7481,46.8598,1.523008,1.649938,1.317172,,
18.4228,9.040786,1.802972,76.85804,54.66485,54.7572,56.2401,1.527573,1.396352,1.225198,,
18.5752,9.084463,1.773705,76.33318,53.04529,51.6717,49.8945,1.560804,1.424586,1.364452,,
18.7276,9.07025,1.743763,78.31574,51.4296,54.2556,52.8327,1.529784,2.056201,1.265784,,
18.88,9.07375,1.726918,80.25542,49.2495,58.4117,59.2052,1.49708,2.547246,1.17864,,
19.0324,9.09025,1.703506,81.01791,51.61736,60.3529,61.5979,1.501469,1.237367,1.088645,,
19.1848,9.034376,1.705707,80.83192,53.68355,56.2465,54.4945,1.570173,1.320181,1.112315,,
19.3372,9.103745,1.717001,80.48914,55.15891,56.5331,55.4664,1.54114,1.405077,1.216239,,
19.4896,9.189741,1.738279,81.69024,54.41816,55.5078,54.6718,1.543931,1.259063,1.267229,,
19.642,9.239994,1.767953,82.34875,54.8712,52.6909,51.2849,1.570368,1.252637,1.349041,,
19.7944,9.193131,1.784537,81.31108,55.62564,54.0161,54.1492,1.578238,1.332519,1.386956,,
19.9468,9.22134,1.798881,80.48529,56.97852,54.73,56.0081,1.602066,1.492453,1.515565,,
20.0992,9.662459,1.821123,81.46604,56.07566,54.2346,56.1331,1.626693,1.589382,1.593889,,
20.2516,9.426679,1.822827,83.60866,57.76168,51.9982,52.3638,1.656289,0.9193462,1.590549,,
20.404,9.510596,1.833494,82.4724,58.28994,48.6175,47.3696,1.658083,1.728208,1.598462,,
20.5564,9.254431,1.829659,79.01951,59.64497,52.9992,54.3456,1.65211,1.832387,1.591612,,
20.7088,9.22828,1.84632,77.13224,58.64284,47.827,46.6148,1.656536,1.770942,1.554334,,
20.8612,9.208495,1.851662,75.61879,56.80265,52.1946,53.8974,1.66244,1.459612,1.417094,,
21.0136,8.933233,1.850458,75.59033,56.26915,47.9312,46.9208,1.663521,2.043216,1.386583,,
21.166,9.240236,1.843895,76.90926,56.59548,51.6293,52.6088,1.64004,2.336438,1.485348,,
21.3184,9.307494,1.841316,75.95377,56.77864,54.0032,56.6323,1.628876,1.781496,1.531615,,
21.4708,9.308437,1.831601,74.432,56.0571,51.9438,52.6313,1.604349,2.000196,1.547947,,
21.6232,9.213014,1.825076,75.24419,55.68055,56.4701,60.4327,1.597601,2.334149,1.523354,,
21.7756,9.147115,1.790376,78.89441,55.32906,52.7334,52.255,1.570739,2.446017,1.483676,,
21.928,9.283141,1.740275,80.66924,51.76245,56.1952,55.9263,1.562225,1.755515,1.371435,,
22.0804,9.364082,1.708963,78.87048,49.14236,53.4516,50.1714,1.535184,2.132092,1.34171,,
22.2328,9.484761,1.663811,76.72579,46.74512,55.6213,51.7471,1.53764,2.046359,1.212534,,
22.3852,9.568864,1.612352,74.87038,48.35291,60.0163,56.5997,1.476719,1.167848,1.251583,,
22.5376,9.46974,1.552896,74.35959,45.90947,69.8533,71.73,1.4616,0.9738383,1.1343,,
22.69,9.33894,1.490411,75.62074,41.84126,65.5601,60.0933,1.44908,1.271906,1.02779,,
22.8424,9.387915,1.444178,76.97785,37.47264,70.4792,66.3611,1.395319,1.470379,0.957045,,
22.9948,9.102194,1.404624,75.43751,36.38924,70.1269,63.5297,1.338415,1.236076,0.9711224,,
23.1472,8.997923,1.375153,72.30784,36.93016,70.831,63.1779,1.388453,1.739476,0.9772376,,
23.2996,8.845763,1.362585,70.24828,37.35556,78.8573,78.1604,1.400494,0.8198701,1.005794,,
23.452,9.123432,1.341058,67.69735,37.27436,73.832,66.6079,1.452545,1.324953,1.016924,,
23.6044,9.532231,1.289244,63.81543,37.04224,78.8884,73.0914,1.522159,1.097668,0.9147693,,
23.7568,9.457044,1.23338,60.66532,34.74474,85.9545,84.6492,1.440463,0.9187594,0.6485055,,
23.9092,8.808778,1.162212,58.35171,28.64932,89.9468,88.5717,1.364343,1.077652,0.4530256,,
24.0616,8.297282,1.063425,55.8846,20.82384,89.7979,79.9789,1.257577,0.9791365,0.3614841,,
24.214,8.235679,1.017183,53.41464,15.17619,99.485,101.7951,1.185266,0.7558265,0.3298828,,
24.3664,7.956903,1.038075,52.88755,11.26991,100.3742,107.4715,1.131892,0.6992397,0.3309886,,
24.5188,8.25142,1.104305,54.15818,11.65716,95.1647,97.6758,1.123762,0.7022467,0.3534979,,
24.6712,8.360434,1.193946,54.8842,15.6876,83.8925,76.8683,1.129551,0.7133495,0.4251507,,
24.8236,8.910303,1.275956,54.99301,25.51485,78.6863,71.8178,1.107673,0.6256233,0.5858628,,
24.976,9.338424,1.317452,56.92068,33.53675,83.2926,85.128,1.121645,0.4766559,0.7128235,,
25.1284,8.914402,1.360704,61.92909,37.52832,77.7219,75.5334,1.096186,0.561893,0.7928925,,
25.2808,8.794178,1.386927,64.78731,36.92606,74.3852,70.4128,1.080808,0.5389395,0.8978613,,
25.4332,9.117959,1.386066,63.66022,37.1253,76.6906,75.0897,1.08163,0.8150972,0.9411554,,
25.5856,9.486162,1.366781,62.72557,36.62155,77.1856,74.8121,1.158019,0.84478,1.050623,,
25.738,9.393834,1.338381,60.97579,36.13672,78.3146,75.2421,1.178636,0.8286263,0.9431203,,
25.8904,9.260599,1.278536,56.13783,31.01726,81.0977,76.9675,1.115212,0.8971478,0.6380201,,
26.0428,9.117808,1.193578,53.38006,26.14854,84.4323,78.0016,0.9558792,1.025063,0.3777489,,
26.1952,8.730948,1.124476,54.17271,20.17151,92.5861,92.1713,0.8510715,0.9121564,0.2839333,,
26.3476,8.113976,1.101862,52.40413,16.14807,96.6392,102.1432,0.7674404,0.9219813,0.260667,,
26.5,8.314169,1.117885,50.01747,13.68828,88.2907,80.8147,0.6887891,0.5461614,0.2494992,,
26.6524,8.553753,1.202615,48.85536,13.0603,88.2776,87.8582,0.7219557,0.410443,0.2641107,,
26.8048,8.737393,1.317558,46.53523,18.18202,83.2012,84.9073,0.8368806,0.3819846,0.3391316,,
26.9572,8.989454,1.394044,45.89414,25.49783,77.989,78.5286,0.8590024,0.4350027,0.4435518,,
27.1096,9.047496,1.462924,48.8146,32.51191,77.2187,82.0148,0.9652209,0.425012,0.6508167,,
27.262,9.175488,1.525808,53.90527,37.82462,72.7816,76.2939,1.009856,0.4750249,0.7758119,,
27.4144,9.110633,1.566759,61.9292,41.53629,67.4399,67.6585,1.099861,0.458207,0.9182194,,
27.5668,9.336841,1.605957,70.94608,43.83364,63.8795,63.0489,1.228414,0.4970075,1.064978,,
27.7192,9.367899,1.660375,75.06384,45.65127,60.7938,60.225,1.327574,0.5121521,1.186955,,
27.8716,9.281884,1.720497,76.19347,46.79229,54.1833,51.7676,1.395452,0.8756825,1.314019,,
28.024,9.338732,1.772097,77.30402,49.38204,53.0846,52.0853,1.497775,0.8840316,1.536444,,
28.1764,9.204793,1.800464,77.87701,50.16248,52.6318,52.4985,1.559218,0.873014,1.460971,,
28.3288,9.220636,1.809562,77.36508,52.45155,53.4995,54.3416,1.608736,1.305816,1.434631,,
28.4812,9.371243,1.800809,76.52608,53.8006,54.4636,55.6272,1.604717,1.565844,1.392037,,
28.6336,9.257187,1.772656,77.79208,54.99757,55.5073,56.1889,1.611017,1.662081,1.27484,,
28.786,9.192084,1.745409,80.23146,53.39211,51.3481,48.3368,1.618593,1.69699,1.140666,,
28.9384,8.918049,1.730753,80.80872,51.31295,53.1009,50.4712,1.595,2.323463,1.146016,,
29.0908,9.316122,1.720273,78.76842,52.19297,56.7135,55.9178,1.579123,0.6663414,1.13465,,
29.2432,9.16948,1.719571,78.13317,52.14436,54.8435,52.7866,1.635007,1.28337,1.125567,,
29.3956,9.184499,1.773697,80.03108,53.74281,53.9136,53.5171,1.585827,0.995571,1.242435,,
29.548,9.104603,1.806563,80.75701,54.25542,51.7281,51.2638,1.598711,1.248822,1.336639,,
29.7004,9.191024,1.831414,81.06881,56.4387,47.377,45.4286,1.618633,1.606624,1.461037,,
29.8528,9.311255,1.808769,80.1675,58.61509,51.8215,51.5027,1.623172,1.320714,1.435074,,
30.0052,9.339445,1.766695,77.85099,58.66415,57.5091,59.4954,1.575955,2.129871,1.3127,,
30.1576,9.551109,1.727712,79.42809,56.06609,63.1041,68.3903,1.515104,0.9837053,1.137862,,
30.31,9.543863,1.696991,79.43127,51.2227,62.2933,64.9671,1.559723,1.566008,0.9963936,,
30.4624,9.446252,1.662697,75.38046,48.54794,55.3085,51.2191,1.545844,0.9914094,1.006167,,
30.6148,9.503333,1.644952,74.63901,46.78521,60.2811,58.5685,1.48551,1.408605,1.021047,,
30.7672,9.556896,1.635359,74.67897,48.96876,60.4271,58.3639,1.570353,1.105877,0.9727527,,
30.9196,9.428757,1.652261,75.70898,48.98289,65.7858,69.4408,1.477521,1.32839,0.9956596,,
31.072,9.487103,1.673637,77.51331,49.80477,61.871,62.8869,1.504698,1.111545,0.8863515,,
31.2244,9.41105,1.690898,76.57333,49.10067,58.1123,56.9777,1.556942,1.765019,0.894065,,
31.3768,9.30199,1.727281,78.62423,48.5744,56.126,55.2319,1.470219,1.38392,1.087282,,
31.5292,9.259463,1.761386,83.08856,50.83677,56.8135,57.9787,1.565872,0.8250251,1.24688,,
31.6816,9.469481,1.809817,85.70722,53.01841,51.746,51.422,1.642221,1.062209,1.328615,,
31.834,9.207534,1.848829,87.43346,55.61776,52.516,54.3318,1.640032,1.299248,1.476015,,
31.9864,9.425424,1.895827,87.86753,57.94917,51.8491,55.1952,1.643988,1.579009,1.540625,,
32.1388,9.316867,1.903449,84.73049,59.65458,51.4061,54.7355,1.655566,1.494335,1.616144,,
32.2912,9.225247,1.89837,80.55463,61.02026,47.5017,47.9604,1.690979,2.113247,1.632059,,
32.4436,9.17719,1.880507,79.24274,59.82817,49.8591,51.1167,1.70569,1.538256,1.615187,,
32.596,9.231937,1.867088,77.57213,58.60363,49.2946,49.6714,1.801023,1.907886,1.312785,,
32.7484,9.283499,1.822524,75.4795,57.53934,51.7508,51.9393,1.723276,0.7702677,1.366365,,
32.9008,9.329998,1.785523,74.92,56.32986,51.1031,49.453,1.655695,1.267843,1.356825,,
33.0532,9.155017,1.762722,75.72202,52.62768,60.392,64.8305,1.649757,2.0942,1.182153,,
33.2056,9.247697,1.772571,78.6123,50.47385,50.5682,48.1509,1.639286,2.694951,1.118192,,
33.358,9.263501,1.754453,82.96751,48.80993,52.4772,50.416,1.626493,1.809055,1.241527,,
33.5104,9.272836,1.755928,85.6515,52.72039,56.9989,58.0527,1.605692,2.098701,1.302022,,
33.6628,9.379418,1.761993,84.2096,56.28495,54.9515,54.7614,1.586312,1.279814,1.611067,,
33.8152,9.625114,1.762281,82.18999,59.24686,56.2308,56.985,1.572935,2.104837,1.485565,,
33.9676,10.39622,1.767449,81.77805,59.15546,54.6981,54.5693,1.544886,1.903625,1.490719,,
34.12,10.59989,1.7807,81.68356,58.38383,56.9902,59.2228,1.51903,1.604923,1.408139,,
34.2724,10.69249,1.779315,82.50001,59.07874,55.6013,56.6563,1.50388,1.36071,1.42335,,
34.4248,10.57121,1.781144,83.54661,59.44095,53.7485,53.5556,1.49422,1.437194,1.437744,,
34.5772,10.23438,1.790404,83.78894,58.39372,54.0569,54.4706,1.497594,1.408766,1.439676,,
34.7296,10.09563,1.79887,84.40984,56.33844,52.6386,52.4456,1.495875,1.623873,1.459102,,
34.882,10.02875,1.822106,83.90128,56.46002,53.1372,54.2597,1.500032,1.690517,1.466378,,
35.0344,10.14124,1.825773,81.72424,57.36003,53.3893,54.8531,1.502087,1.353572,1.475647,,
35.1868,10.19437,1.818285,80.1068,57.15548,51.3661,51.1401,1.511947,1.288009,1.478031,,
35.3392,10.15517,1.817747,78.52029,55.76213,51.0031,50.5315,1.507326,1.747319,1.480992,,
35.4916,10.10749,1.813693,79.13267,55.05613,57.2641,61.3818,1.515742,1.637397,1.478333,,
35.644,10.04033,1.801816,81.78295,57.49887,53.2799,53.6393,1.496289,1.498055,1.471891,,
35.7964,10.11124,1.799603,82.64697,58.65143,52.9611,53.0111,1.521461,1.494563,1.475184,,
35.9488,10.0525,1.797959,81.80809,57.86151,55.931,58.1107,1.524075,1.446812,1.47128,,
36.1012,10.07012,1.794604,81.12076,56.95781,56.1852,58.4153,1.528251,1.396059,1.475389,,
36.2536,10.05594,1.799409,83.04529,56.22856,54.2073,55.1198,1.530444,1.596409,1.48222,,
36.406,10.03656,1.808561,84.86722,56.56022,59.4082,65.3823,1.544125,1.425907,1.501598,,
36.5584,9.990001,1.843159,85.16404,58.23293,50.2102,50.2355,1.547897,1.665696,1.508329,,
36.7108,9.914171,1.861875,85.10891,58.89351,50.1249,50.825,1.55813,1.422153,1.523329,,
36.8632,9.799913,1.884951,86.55328,63.11877,47.714,47.8131,1.567071,1.474947,1.531731,,
37.0156,9.743756,1.903308,86.8592,62.76916,46.9901,47.3326,1.57718,1.460222,1.546722,,
37.168,9.713443,1.919097,83.07053,62.62586,47.8112,49.2259,1.584993,1.520703,1.557751,,
37.3204,9.516221,1.924903,83.94741,59.27056,48.614,50.7795,1.589884,1.68689,1.58377,,
37.4728,9.391255,1.935515,88.18933,59.69227,46.3861,47.5256,1.593458,1.713461,1.594882,,
37.6252,9.421606,1.933219,88.64372,60.46909,46.8062,48.1152,1.607,1.441921,1.597491,,
37.7776,9.416874,1.930843,85.42434,63.97395,44.8264,44.9339,1.602201,1.548548,1.607758,,
37.93,9.41625,1.925679,82.71199,63.39664,45.8923,46.3987,1.607577,1.879648,1.600613,,
38.0824,9.406881,1.9037,81.78544,64.54173,46.9516,47.284,1.610704,2.051037,1.592412,,
38.2348,9.505007,1.896152,80.40356,62.80975,48.2872,49.1384,1.611795,1.62288,1.573535,,
38.3872,9.715209,1.899393,79.63076,62.02343,52.0122,55.6471,1.614232,1.649586,1.556463,,
38.5396,9.816956,1.897081,79.42109,63.56841,48.3369,49.2546,1.602224,1.993377,1.558216,,
38.692,9.812707,1.897285,80.75719,62.07481,50.2409,52.4363,1.607434,1.900487,1.562682,,
38.8444,9.781391,1.901581,84.09442,61.5561,49.0841,50.654,1.601334,1.619436,1.563097,,
38.9968,9.747325,1.902297,86.81223,58.9493,45.1897,44.538,1.606068,1.703933,1.570941,,
39.1492,9.747191,1.910957,86.13531,60.21744,44.4686,43.75,1.605036,1.668953,1.572015,,
39.3016,9.763515,1.911852,82.90129,61.1567,47.864,49.0399,1.609015,1.587142,1.571047,,
39.454,9.829597,1.906908,82.0355,58.19094,50.267,52.8777,1.61001,1.698283,1.576963,,
39.6064,9.681824,1.901556,83.98329,59.06141,47.1714,47.5542,1.612766,1.755977,1.577356,,
39.7588,9.928428,1.905832,83.77966,57.17545,49.2204,51.0488,1.614386,1.850677,1.586344,,
39.9112,9.691723,1.911163,81.37113,58.73677,45.408,45.1622,1.615182,1.71189,1.588108,,
40.0636,9.735621,1.906346,81.36609,56.61463,46.1519,46.1341,1.621052,1.89578,1.575212,,
40.216,9.672288,1.896392,81.72418,58.68968,47.5306,47.9356,1.618102,1.710617,1.586242,,
40.3684,9.547501,1.894144,80.94479,59.7464,47.0556,47.1086,1.619877,1.646932,1.591537,,
40.5208,9.732674,1.87734,82.37103,59.41657,49.0506,49.6664,1.625926,1.619982,1.59372,,
40.6732,9.850243,1.857661,82.85378,59.0281,50.083,50.5907,1.625467,1.564343,1.593179,,
40.8256,9.684838,1.84429,82.00078,57.11293,49.4974,49.1365,1.629045,1.678534,1.590469,,
